province,,name,,location,,height,
강원도,,십자봉,,"강원도 원주시 귀래면, 충청북도 제천시 백운면",,985,
강원도,,아미산,,강원도 홍천군 서석면,,961,
강원도,,안산,,강원도 인제군 북면,,1430,
강원도,,약수봉,,"강원도 홍천군 동면, 화촌면",,559,
강원도,,약수산,,강원도 홍천군 내면,,1306,
강원도,,어답산,,강원도 횡성군 갑천면,,789,
강원도,,연엽산,,"강원도 춘천시 동산면, 홍천시 북방면",,775,
강원도,,연화산,,강원도 태백시 문곡동,,1171.8,
강원도,,염장봉,,강원도 정선군 북면 여량리,,689,
강원도,,오대산,,"강원도 평창군 진부면, 홍천군 내면, 강릉시 연곡면",,1565.4,
강원도,,오대산 호령봉,,"강원도 평창군 진부면, 도암면, 홍천군 내면",,1560,
강원도,,오봉산,,강원도 강릉시,,235,
강원도,,오봉산,,"강원도 춘천시 북산면, 화천군 간동면",,777.9,
강원도,,오봉산,,"강원도 횡성군, 평창군",,1136,
강원도,,오음산,,"강원도 횡성군, 홍천군",,930,
강원도,,옥갑산,,"강원도 정선군 북면, 북평면",,1285,
강원도,,옥녀봉,,강원동 평창군 도암면,,555,
강원도,,완택산,,강원도 영월군 영월읍,,917.6,
강원도,,왕치산,,강원도 정선군 임계면,,900,
강원도,,용인등봉,,강원도 삼척시 가곡면,,1124,
강원도,,용화산,,"강원도 화천군 간동면ㆍ하남면, 춘천시 사북면",,877.8,
강원도,,운계봉,,강원도 강릉시,,531,
강원도,,운교산,,"강원도 영월군 하동면, 중동면",,925,
강원도,,운무산,,"강원도 횡성군 청일면, 홍천군 서석면",,978.5,
강원도,,운봉산,,강원도 고성군 토성면 운봉리,,47,
강원도,,월대산,,강원도 강릉시 성덕동,,75,
강원도,,육백산,,강원도 삼척시 도계읍 황조리,,1251,
강원도,,응복산,,강원도 홍천군 내면,,1156,
강원도,,응봉산,,"강원도 삼척시 가곡면ㆍ원덕읍, 경상북도 울진군 북면",,999.7,
강원도,,응봉산,,"강원도 삼척시 도계읍,노곡면",,1268,
강원도,,잠두산,,강원도 평창군,,1243,
강원도,,장산,,강원도 영월군 상동읍,,1409,
강원도,,장암산,,강원도 평창군 평창읍,,833,
강원도,,재래봉,,강원도 평창군,,619,
강원도,,절개산,,"강원도 평창군, 영월군",,876,
강원도,,절산,,강원도 화천,,334,
강원도,,점봉산,,"강원도 양양군 서면, 인제군 기린면ㆍ인제읍",,1426,
강원도,,접산,,강원도 영월군,,823,
강원도,,제왕산,,"강원도 강릉시 왕산면, 성산면",,841,
강원도,,조고봉,,강원도 강릉시 왕산면 대기리,,1189,
강원도,,조봉,,강원도 양양군,,1182,
강원도,,좌방산,,강원도 춘천시 남면 발산리,,435,
강원도,,주걱봉,,"강원도 인제군 북면, 인제읍",,1401,
강원도,,주봉산,,강원도 속초시,,338,
강원도,,죽엽산,,강원도 화천군,,859,
강원도,,중봉산,,강원도 삼척시 가곡면,,740,
강원도,,중왕산,,"강원도 평창군 진부면, 정선군",,1376,
강원도,,지각산,,강원도 삼척시 하장면,,904,
강원도,,지억산,,강원도 정선군 동면ㆍ남면,,1117,
강원도,,질운산,,"강원도 영월군 중동면, 정선군 신동읍",,1172,
강원도,,창안산,,강원도 화천,,542,
강원도,,천삼산,,"강원도 원주시, 충청북도 제천시",,819,
강원도,,천지봉,,"강원도 원주시 소초면, 횡성군 안흥면",,1087,
강원도,,청옥산,,"강원도 동해시 삼화동, 삼척시 정선군",,1403,
강원도,,청옥산,,강원도 평창군 평창읍,,1256,
강원도,,청태산,,"강원도 횡성군 둔내면, 평창군 봉평면, 방림면",,1200,
강원도,,초록봉,,강원도 동해시,,528.7,
강원도,,치바위산,,강원도 삼척시 가곡면,,835,
강원도,,치악산,,"강원도 원주시, 횡성군, 영월군",,1282,
강원도,,칠봉산,,강원도 강릉시,,330,
강원도,,태기산,,"횡성군 둔내면, 평창군 봉평면, 홍천군 서석면",,1261,
강원도,,태백산,,"강원도 태백시, 경상북도 봉화군 석포면",,1566.7,
강원도,,태봉산,,강원도 강릉시 강동면 모전리,,116,
강원도,,태봉산,,강원도 삼척시 오사동,,169,
강원도,,태화산,,"강원도 영월군 영월읍, 충청북도 단양군 영춘면",,1027.5,
강원도,,팔봉산,,강원도 홍천군 서면 팔봉리,,328.2,
강원도,,피래산,,강원도 강릉시,,754,
강원도,,한석산,,강원도 인제군,,1103,
강원도,,함백산,,"강원도 태백시, 영월군 상동읍, 정선군 고한읍",,1573,
강원도,,향로봉,,"강원도 원주시 행구동, 판부면, 신림면, 횡성군 강림면",,579,
강원도,,향로봉,,강원도 춘천시 칠전동,,1043,
강원도,,화란봉,,강원도 강릉시 왕산면,,1069,
강원도,,황병산,,강원도 평창군 도암면 병내리,,1407,
강원도,,황장산,,"강원도 삼척시 미로면 활기리,화장면 번천리",,1069,
강원도,,회령봉,,강원도 평창군 봉평면,,1309,
강원도,,회목봉,,"강원도 화천군 사내면, 철원군 근남면",,1027,
강원도,,후봉,,강원도 춘천시,,575,
강원도,,흥정산,,강원도 평창군 봉평면 흥정리,,1279,
충청북도,,가령산,,충청북도 괴산군,,642,
충청북도,,가은산,,충청북도 제천시 수산면,,575,
충청북도,,갈기산,,충청북도 영동군,,585,
충청북도,,것대산,,"충청북도 청주시 상당구, 청원구 낭성면",,484,
충청북도,,계명산,,충북 충주시 안림동ㆍ용탄동ㆍ종민동,,622,
충청북도,,구녀산,,충청북도 청원군 북일면 조정리,,493,
충청북도,,구담봉,,"충청북도 제천시 수산면 괴곡리, 계란리",,373,
충청북도,,구룡산,,"충청북도 청원군 현도면, 문의면",,370,
충청북도,,국망산,,충청북도 충주시 앙성면 본평리,,770,
충청북도,,국봉,,"충청북도 단양군, 제천시",,628,
충청북도,,군자산,,충청북도 괴산군 칠성면,,948,
충청북도,,금단산,,충청북도 괴산군 청천면,,767,
충청북도,,금수산,,충청북도 제천시 수산면ㆍ단양군 적성면,,1015.8,
충청북도,,금적산,,충청북도 보은군 삼승면 서원리,,652,
충청북도,,깃대봉,,충청북도 괴산군 연풍면 원풍리,,644,
충청북도,,꾀꼬리봉,,충청북도 제천시 덕산면 월악리,,890,
충청북도,,낙가산,,"충청북도 청주시 상당구 용정동, 용암동",,475,
충청북도,,낙영산,,충청북도 괴산군 청천면,,746,
충청북도,,남군자산,,충청북도 괴산군 청천면 관평리,,827,
충청북도,,남산,,"충청북도 충주시 직동, 살미면",,636,
충청북도,,달이산(월이산),,충청북도 옥천군 이원면,,555.1,
충청북도,,대성산,,"충북 옥천군 이원면, 충남 금산군 군북면",,705.9,
충청북도,,덕절산,,충청북도 단양군 단성면,,780,
충청북도,,덕주봉,,충청북도 제천시 한수면,,893,
충청북도,,도락산,,"충청북도 단양군 단성면, 대강면",,965.3,
충청북도,,도명산,,충청북도 괴산군 청천면,,642,
충청북도,,동림산,,충청북도 청원군,,457,
충청북도,,동산,,"충북 제천시 금성면, 청풍면·단양군 적성면",,895.5,
충청북도,,두악산,,충청북도 단양 단성면,,732,
충청북도,,두타산,,"충북 진천군 초평면, 괴산군 도안면, 증평읍",,598.5,
충청북도,,둔지미산,,충청북도 단양군,,650,
충청북도,,둥지봉,,충청북도 단양군,,822,
충청북도,,떡갈봉,,충청북도 제천시,,544,
충청북도,,마니산,,"충청북도 영동군, 옥천군",,469,
충청북도,,마분봉,,충청북도 괴산군 연풍면,,776,
충청북도,,만뢰산,,충청북도 진천군 진천읍 연곡리,,611,
충청북도,,만수봉,,"충청북도 제천시 한수면, 덕산면, 충주시 상모면",,983,
충청북도,,말목산,,충청북도 단양군 적성면 하진리,,710,
충청북도,,망덕봉,,충청북도 제천시,,926,
충청북도,,메두막봉,,충청북도 제천시,,1100,
충청북도,,메밀봉,,"충청북도 제천시 덕산면, 한수면",,839,
충청북도,,면위산,,충청북도 충주시 동량면,,780,
충청북도,,목령산,,충청북도 청원군,,229,
충청북도,,묘봉,,"충청북도 보은군 산외면 신정리, 경상북도 봉화군 석포면",,874,
충청북도,,묘적봉,,"충청북도 단양군, 경상북도 영주시",,1148,
충청북도,,무제봉,,충청북도 진천군 이월면 선계리,,573,
충청북도,,문수봉,,"충청북도 제천시, 경상북도 문경시",,1517,
충청북도,,미남봉,,"충청북도 보은군 산외면, 경상북도 상주시 화북면",,610,
충청북도,,민주지산,,"충청북도 영동군 상촌면ㆍ용화면, 전라북도 무주군 설천면, 경상북도 김천시 부항면",,1241.7,
충청북도,,박달산,,충북 괴산군 감물면ㆍ장연면,,824.5,
충청북도,,박쥐봉,,충청북도 충주시 상모면,,782,
충청북도,,발치봉,,충청북도 충주시 살미면,,550,
충청북도,,백마산,,충북 괴산군 사리면 노송리,,772,
충청북도,,백운산,,충북 제천시 백운면,,1087,
충청북도,,백족산,,충북 청원군 낭성면 추정리,,402,
충청북도,,백하산,,"충청북도 영동 학산면,전라북도 무주",,634,
충청북도,,백화산,,"충청북도 영동군 황간면, 경상북도 상주군 모동면",,1063,
충청북도,,보개산,,"충청북도 괴산군 장연면, 칠성면",,877,
충청북도,,보광산,,충청북도 괴산군 사리면,,539,
충청북도,,보련산,,"충청북도 충주시 앙성면, 노은면",,765,
충청북도,,부모산,,"충청북도 청주시 흥덕구 비하동, 지동동",,232,
충청북도,,부용산,,"충청북도 음성군 음성읍, 금왕읍",,644,
충청북도,,북바위산,,"충청북도 충주시 상모면, 제천시 한수면",,772,
충청북도,,비봉산,,충북 제천시 청풍면,,361,
충청북도,,사랑산,,충청북도 괴산군 청천면,,647,
충청북도,,사봉,,충청북도 단양군 단성면,,879,
충청북도,,삼봉산,,충청북도 제천시 백운면,,910,
충청북도,,삼태산,,충청북도 단양군 어상천면,,876,
충청북도,,상당산성,,충청북도 청주시 상당구,,491,
충청북도,,샘봉산,,충청북도 청원군 문의면,,462,
충청북도,,서방산,,충청북도 청원군 문의면,,462,
충청북도,,석화봉,,충청북도 단양군,,834,
충청북도,,선도산,,"충청북도 청원군 낭성면 무성리, 지산리, 현암리",,547,
충청북도,,선미봉,,충청북도 단양군 대강면,,1080,
충청북도,,성불산,,충청북도 괴산군 감물면 매전리,,532,
충청북도,,송학산,,충청북도 제천시 송학면ㆍ강원도 영월군 주천면,,819,
충청북도,,수레의산,,충청북도 음성군 생극면,,679,
충청북도,,수리봉,,충청북도 단양군 단성면 방곡리,,960,
충청북도,,수주팔봉,,충청북도 충주시 살미면 향산리,,490,
충청북도,,시랑산,,"충청북도 제천시 백운면, 봉양읍",,691,
충청북도,,시루봉,,충청북도 괴산군 연풍면 주진리,,915,
충청북도,,신선봉,,"충북 제천시 청풍면, 수산면",,891,
충청북도,,신선봉,,"충청북도 충주시 상모면, 괴산군 연풍면",,486,
충청북도,,신선암봉,,충청북도 괴산군 연풍면 원풍리,,937,
충청북도,,아가봉,,충청북도 괴산군 청천면 운교리,,541,
충청북도,,악휘봉,,충청북도 괴산군 연풍면 적석리,,845,
충청북도,,양성산,,충북 청원군 문의면,,300.6,
충청북도,,양천산,,충청북도 진천군 문백면,,350,
충청북도,,어래산,,충청북도 단양군,,1064,
충청북도,,오갑산,,"충청북도 음성군 감곡면, 경기도 여주군 점동면",,609,
충청북도,,옥녀봉,,충청북도 괴산군 칠성면 사은리,,599,
충청북도,,올산,,충청북도 단양군 대강면 올산리,,858,
충청북도,,용두산,,충청북도 제천시 송학면,,871,
충청북도,,용마봉,,충청북도 제천시 한수면 송계리,,687,
충청북도,,용바위봉,,"충청북도 제천시, 단양군",,750,
충청북도,,용산봉,,충청북도 단양군,,944,
충청북도,,용소봉,,충청북도 영동군,,462,
충청북도,,용암봉,,충청북도 제천시 한수면 송계리,,892,
충청북도,,우암산,,"충청북도 청주시 상당구 내덕동, 우암동, 수동, 대성동",,338,
충청북도,,월류봉,,충청북도 영동군 황간면,,401,
충청북도,,월악산,,"충청북도 제천시 한수면, 덕산면",,1095.3,
충청북도,,월악수리봉,,충청북도 제천시 한수면 송계리,,761,
충청북도,,월악시루봉,,충청북도 제천시,,770,
충청북도,,월항삼봉,,"충청북도 충주시 상모면 미륵리, 경상북도 문경시",,851,
충청북도,,월형산,,충청북도 제천시 한수면 탄지리,,526,
충청북도,,은적산,,충청북도 청원군,,206,
충청북도,,이성산,,충청북도 증평군,,257,
충청북도,,인등산,,충북 충주시 동량면ㆍ산척면,,666,
충청북도,,작성산,,충북 제천시 금성면 성내리,,840,
충청북도,,작은동산,,충북 제천시 청풍면 교리,,545,
충청북도,,장용산,,충청북도 옥천군 군서면 금산리,,656,
충청북도,,저승봉,,충청북도 제천시 청풍면 학현리,,596,
충청북도,,제비봉,,충청북도 단양군 단성면,,721,
충청북도,,조령산,,"충청북도 괴산군 연풍면, 경상북도 문경시 문경읍",,1025,
충청북도,,조봉산,,충청북도 괴산군 청천면,,687,
충청북도,,좌구산,,"충청북도 증평군 증평읍, 청원군 미원면",,658,
충청북도,,주론산,,"충청북도 제천시 봉양읍, 백운면",,903,
충청북도,,주봉산,,충청북도 충주시 동량면,,643,
충청북도,,주월산,,충청북도 괴산군 장연면,,470,
충청북도,,주행봉,,충북 영동군 황간면,,874,
충청북도,,중대봉,,충청북도 괴산군,,830,
충청북도,,지등산,,충청북도 충주시 동량면 조동리,,535,
충청북도,,천등산,,"충청북도 충주시 산척면, 제천시 백운면",,554,
충청북도,,천태산,,"충청북도 영동군 양산면, 충청남도 금산면 제원면",,715.2,
충청북도,,첩푸산,,"충청북도 충주시 상모면 중산리, 온천리",,699,
충청북도,,칠보산,,충북 괴산군 청안면,,778,
충청북도,,하설산,,충청북도 제천시 덕산면,,1028,
충청북도,,형제봉,,충청북도 단양군 영춘면,,1115,
충청북도,,홀통골산,,충청북도 단양군 영천면,,1029,
충청북도,,환희산,,충청북도 진천군 문백면 봉죽리,,402,
충청북도,,황정산,,충청북도 단양군,,959,
충청남도,,가마봉,,충청남도 공주시 반포면,,416,
충청남도,,가야산,,충청남도 서산시 운산면·예산군 덕산면,,678.2,
충청남도,,광덕산,,"충청남도 천안시 광덕면, 아산시 송악면",,699.3,
충청남도,,금성산,,충청남도 부여군 부여읍,,121,
충청남도,,금오산,,충남 예산군 예산읍,,234.4,
충청남도,,남산,,"충청남도 홍성군 홍성읍 남장리, 옥암리",,221,
충청남도,,노성산,,충남 논산시 노성면,,348.9,
충청남도,,대둔산,,"충청남도 논산시 벌곡면ㆍ금산군 진산면, 전라북도 완주군 온주면",,878.9,
충청남도,,덕봉산,,충청남도 예산군 예산읍 수철리 449,,474,
충청남도,,덕숭산(수덕산),,충청남도 예산군 덕산면,,495.2,
충청남도,,도고산,,"충남 아산시 도고면, 예산군 예산읍",,482,
충청남도,,도덕봉 (흑룡산),,"충남 공주시 반포면, 대전 유성구",,534,
충청남도,,도비산,,충청남도 서산시 인지면,,352,
충청남도,,만수산,,"충청남도 부여군 외산면, 보령시 미산면",,575,
충청남도,,망경산,,"충청남도 천안시, 아산시",,385,
충청남도,,명덕산,,충청남도 공주시,,329,
충청남도,,무성산,,충남 공주시 우성면 한천리,,613.9,
충청남도,,미궐산,,충청남도 청양군,,369,
충청남도,,배방산,,충청남도 아산시 배방면,,361,
충청남도,,백마산,,"충청남도 금산군 진산면 삼가리, 엄정리",,460,
충청남도,,백암산,,충청남도 금산군 남이면,,650,
충청남도,,백월산,,충청남도 홍성군,,394,
충청남도,,백화산,,충청남도 태안군 태안읍,,284,
충청남도,,봉수산,,"충청남도 아산시 송악면 유곡리,송학리,강장리",,535,
충청남도,,봉수산,,"충청남도 예산군 대흥면, 광시면ㆍ홍성군 금마면",,483,
충청남도,,봉황산,,충청남도 보령시,,149,
충청남도,,부소산,,충청남도 부여군 부여읍,,106,
충청남도,,비봉산,,충청남도 청양군,,138,
충청남도,,서대산,,"충청남도 금산군 추부면ㆍ군북면, 충청북도 옥천군 군서면",,904.1,
충청남도,,서원산,,충청남도 예산군,,481,
충청남도,,석문봉,,"충청남도 예산군 덕산면, 서산시 해미면",,653,
충청남도,,선야봉,,충청남도 금산군 남이면ㆍ전라북도 완주군 운주면,,758.7,
충청남도,,설화산,,충청남도 아산시,,440,
충청남도,,성거산,,"충청남도 천안시 성거읍, 입장면, 북면",,579,
충청남도,,성주산,,"충남 부여군 성주면, 보령시 청라면",,677,
충청남도,,아미산,,"충남 보령시 미산면, 부여군 외산면",,630,
충청남도,,아미산,,충청남도 당진시,,350,
충청남도,,약산,,충청남도 공주시 우성면,,280,
충청남도,,양각산,,"충청남도 보령시 웅천읍, 미산면",,467,
충청남도,,오서산,,"충청남도 보령시 청소면, 청라면·홍성군 광천읍",,789.9,
충청남도,,옥마산,,"충청남도 보령시 성주면, 명천동",,601,
충청남도,,옥양봉,,"충청남도 예산군 덕산면, 서산시 해미면",,621,
충청남도,,용봉산,,충청남도 홍성군 홍북면ㆍ예산군 덕산면,,381,
충청남도,,운주산,,"충청남도 연기군 전동면, 전의면",,460,
충청남도,,월명산,,충청남도 서천군 비인면 성내리,,298,
충청남도,,월봉산,,충청남도 천안시,,133,
충청남도,,위례산,,충청남도 천안시,,523,
충청남도,,은석산,,충남 천안시 북면ㆍ병천면,,455,
충청남도,,일락산,,충청남도 서산시,,521,
충청남도,,작성산,,충청남도 천안시 병천면 매성리 북면 매송리,,771,
충청남도,,장학산,,"충청남도 공주시 유구읍, 예산군",,381,
충청남도,,진악산,,충남 금산군 금산읍,,732.3,
충청남도,,채죽산,,충청남도 공주시 우성면,,177,
충청남도,,천방산,,"충청남도 서천군 판교면, 문산면",,324,
충청남도,,천방산,,충청남도 예산군,,485,
충청남도,,천태산,,충청남도 공주시,,392,
충청남도,,취암산,,충청남도 천안시,,321,
충청남도,,칠갑산,,"충청남도 청양군 대치면, 정산면, 장평면",,559.7,
충청남도,,칠봉산,,충청남도 공주시 탄천면 대학리,,234,
충청남도,,태수산,,충청남도 공주시 태봉동,,133,
충청남도,,태조산(태조봉),,충청남도 천안시 안서동,,420.1,
충청남도,,팔봉산,,충남 서산시 팔봉면,,362,
충청남도,,평안산,,충청남도 공주시 탄천면 운곡리,,168,
충청남도,,향적산,,"충청남도 계룡시 향한리, 논산시 상월면",,574,
충청남도,,호태산,,충청남도 공주시 신관동,,138,
충청남도,,황적봉,,"충청남도 공주시 반포면, 논산시 두마",,664,
충청남도,,흑성산,,충청남도 천안시,,495,
충청남도,,희리산,,충남 서천군 종천면,,327.1,
전라북도,,강천산,,"전라북도 순창군 팔덕면, 전라남도 담양군 용면",,583.7,
전라북도,,견두산,,"전라북도 남원시, 전라남도 구례군",,804,
전라북도,,경각산,,"전북 완주군 구이면, 임실군 신덕면",,659,
전라북도,,경수산,,"전라북도 고창군 시원면, 아산면",,444,
전라북도,,고덕산,,전라북도 임실군,,603,
전라북도,,고덕산,,"전북 전주시 완산구, 완주군 구이면ㆍ상관면",,602.7,
전라북도,,고리봉(두리봉),,전북 남원시 주생면ㆍ금지면ㆍ대강면,,710.1,
전라북도,,고봉산,,전라북도 군산시,,153,
전라북도,,고성산,,전라북도 고창군 성송면/전라남도 장성군 삼계면 부성리,,98,
전라북도,,관음봉,,전라북도 부안군,,433,
전라북도,,교룡산,,전라북도 남원시,,518,
전라북도,,구봉산,,전북 진안군 주천면ㆍ정천면,,1002,
전라북도,,구성산,,"전라북도 김제시 금구면, 금산면",,488,
전라북도,,구수산 갓봉,,전라북도 영광군 백수읍,,344,
전라북도,,구황봉,,전라북도 고창군 아산면,,298,
전라북도,,나래산,,전라북도 임실군,,544,
전라북도,,내동산,,"전라북도 진안군 백운면, 마령면, 성수면",,887,
전라북도,,내변산,,전라북도 부안군 변산면 진서면,,459,
전라북도,,내장산,,"전라북도 정읍시 내장동, 순창군 복흥면ㆍ쌍치면",,763.5,
전라북도,,덕두산,,"전라북도 남원 운봉읍, 동면, 산내면",,1150,
전라북도,,덕유산(향적봉),,"전라북도 무주군ㆍ장수군, 경상남도 거창군ㆍ함양군",,1614.2,
전라북도,,덕태산,,전북 진안군 백운면,,1113,
전라북도,,두승산,,전라북도 정읍시 고부면ㆍ덕천면ㆍ소성면,,444,
전라북도,,마이산,,전라북도 진안군 진안읍ㆍ마령면,,687.4,
전라북도,,만덕산,,"전북 완주군 상관면, 소양면",,765.5,
전라북도,,만복대,,전라북도 남원시 산내면 덕동리,,1433,
전라북도,,만행산,,전라북도 남원시,,909,
전라북도,,모악산,,전라북도 김제시 금산면ㆍ전주시 완산구ㆍ완주군 구이면,,795.2,
전라북도,,문덕봉,,"전라북도 남원시 금지면, 대강면, 주생면",,598,
전라북도,,미륵산,,전북 익산시 금마면ㆍ낭산면ㆍ삼기면,,429.6,
전라북도,,바래봉,,"전라북도 남원시 운봉읍, 산내면",,1165,
전라북도,,방문산,,"전라북도 고창읍, 신림면, 전라남도 장성 북이면",,640,
전라북도,,백련산,,"전라북도 임실군 청웅면, 강진면",,754,
전라북도,,백암산,,"전라북도 순창군 복흥면, 전라남도 장성군 북하면",,741.2,
전라북도,,변산,,"전라북도 부안군 변산면, 상서면, 진서면",,459,
전라북도,,복두봉,,"전라북도 진안 정천면, 주천면",,1017,
전라북도,,봉실산,,"전라북도 완주 봉동읍, 비봉면",,372,
전라북도,,봉화산,,"전라북도 장수군 천천면, 계남면",,338,
전라북도,,부귀산,,"전라북도 진안군 진안읍, 부귀면",,806,
전라북도,,산성산,,"전라북도 순창군,  전라남도 담양군",,603,
전라북도,,서방산,,전라북도 완주군 용진면,,617,
전라북도,,선운산,,전라북도 고창군 아산면ㆍ심원면ㆍ해리면,,334.7,
전라북도,,성미산,,전라북도 임실군,,431,
전라북도,,성수산,,전라북도 임실군 성수면ㆍ진안군 백운면,,876,
전라북도,,성황산,,"전라북도 정읍시 장명동,수성동",,189,
전라북도,,신선봉,,전라북도 부안군,,967,
전라북도,,아양산,,전라북도 정읍시,,298,
전라북도,,안수산,,전라북도 완주군 고산면,,554,
전라북도,,여분산,,전라북도 순창군 구림면,,774,
전라북도,,연석산,,전라북도 진안군,,928,
전라북도,,영대산,,전라북도 장수군 산서면,,666,
전라북도,,오봉산,,"전북 완주군 구이면, 임실군 운암면",,513.2,
전라북도,,오성산,,전라북도 군산시,,227,
전라북도,,용화산,,전라북도 익산시,,342,
전라북도,,운암산,,"전라북도 완주군 동상면, 고산면",,597,
전라북도,,운장산,,"전라북도 진안군 주천면ㆍ부귀면ㆍ정천면, 완주군 동상면",,1125.8,
전라북도,,원등산,,전라북도 완주군,,713,
전라북도,,원통산,,전라북도 임실군,,603,
전라북도,,위봉산,,"전라북도 완주군 소양면, 동상면",,524,
전라북도,,장군봉,,"전라북도 완주군 동상면, 진안군 주천면",,735,
전라북도,,장안산,,"전라북도 장수군 장수읍, 계남면",,1237.4,
전라북도,,적상산,,전라북도 무주군 적상면,,1030.6,
전라북도,,조항산,,전라북도 무주군,,800,
전라북도,,중수봉,,전라북도 완주군 동상면,,548,
전라북도,,지리산,,"전라북도 남원시, 전라남도 구례군, 경상남도 하동군ㆍ산청군ㆍ함양군",,1915.4,
전라북도,,채계산,,전라북도 순창군 적성면,,348,
전라북도,,천등산,,전라북도 완주군 운주면,,707,
전라북도,,천장봉,,전라북도 전주시 상림동,,158,
전라북도,,축령산,,"전북 고창군 고수면, 전남 장성군 서삼면",,622,
전라북도,,치마산,,"전라북도 완주군 구이면, 임실군 신덕면",,567,
전라북도,,칠백육고지,,전라북도 임실군 강진면,,706,
전라북도,,칠백이고지,,전라북도 완주군 고산면,,701,
전라북도,,팔공산,,전라북도 장수군,,1151,
전라북도,,풍악산,,"전북 남원시 대산면, 전남 순창군 동계면",,600,
전라북도,,합미봉,,전라북도 장수군 장계면 명덕리,,1024,
전라북도,,회문산,,전라북도 임실군 덕치면,,837.1,
전라남도,,가야산,,전남 광양시 옥곡면,,496.9,
전라남도,,가야산,,전라남도 나주시 남평읍 수원리,,189,
전라남도,,가지산,,전라남도 장흥군 장평면 우산리,,510,
전라남도,,가학산,,전라남도 해남군 계곡면 당산리,,575,
전라남도,,갈두산,,전라남도 해남 송지면,,155,
전라남도,,감방산,,전라남도 무안군 현경면,,258,
전라남도,,개천산,,전라남도 화순군,,497,
전라남도,,계족산,,"전라남도 구례군 간전면 금산리, 문척면 금정리",,703,
전라남도,,계족산,,"전라남도 순천시 서면, 봉강면",,723,
전라남도,,고락산,,전라남도 여수시 문수동,,350,
전라남도,,고산봉,,"전라남도 함평군,영광군",,362,
전라남도,,곤방산,,전라남도 곡성군 오곡면,,715,
전라남도,,괘일산,,전라남도 담양군 무정면,,455,
전라남도,,구봉산,,전라남도 여수시,,388,
전라남도,,구봉화산(구봉산),,전라남도 광양시,,473,
전라남도,,구수산,,전라남도 영광군,,351,
전라남도,,국사봉,,"전라남도 영암군, 장흥군 유치면목",,655,
전라남도,,군유산,,"전라남도 함평군,영광군",,403,
전라남도,,궁성산,,"전라남도 영암군 금정면, 나주시 봉황면",,484,
전라남도,,금강산,,전라남도 해남군 마산면,,481,
전라남도,,금골산,,전라남도 진도군 군내면,,196,
전라남도,,금성산,,전남 나주시 경현동 대호동,,451,
전라남도,,금오산,,전라남도 여수시 돌산읍,,634,
전라남도,,금전산,,전남 순천시 낙안면,,668,
전라남도,,깃대봉,,전라남도 신안 흑산면 홍도,,360.7,
전라남도,,까치절산,,전라남도 구례군,,295,
전라남도,,남망산,,전남 진도군 의신면,,164,
전라남도,,남산,,전라남도 순천시 남정동,,551,
전라남도,,달마산,,"전라남도 해남군 송지면, 북평면",,498.8,
전라남도,,대미산,,전라남도 여수시,,359,
전라남도,,덕룡산,,"전라남도 강진군 도암면, 신전면",,432.8,
전라남도,,도갑산,,전라남도 영암군 군서면,,376,
전라남도,,도솔봉,,전라남도 광양,,1125,
전라남도,,독실산,,전라남도 신안군 흑산면 가거도,,639,
전라남도,,동악산,,전라남도 곡성군 곡성읍,,737.1,
전라남도,,두륜산,,전라남도 해남군 삼산면ㆍ북일면ㆍ북평면ㆍ현산면,,700,
전라남도,,두봉산,,전라남도 신안군 자은면,,364,
전라남도,,두억산,,전라남도 해남군 계곡면 가학리,,529,
전라남도,,딸각산,,전라남도 고흥군,,420,
전라남도,,마래산,,전라남도 여수시,,385,
전라남도,,마복산,,전라남도 고흥군,,539,
전라남도,,만덕산,,"전라남도 강진군 강진읍, 도암면",,412.1,
전라남도,,만연산,,전라남도 화순군 화순읍,,609,
전라남도,,망마산,,전라남도 여수시,,140,
전라남도,,망모산,,전라남도 무안군 일로읍,,155,
전라남도,,모악산,,"전라남도 함평, 영광",,348,
전라남도,,모후산,,"전라남도 화순군 남면, 동북면",,943.8,
전라남도,,무선산,,전라남도 여수시,,217,
전라남도,,박난봉,,전라남도 순천시 옥천동,,438,
전라남도,,반야봉,,"전라남도 구례군, 전라북도 남원시, 경상남도 하동군",,1732,
전라남도,,방장산,,"전라남도 장성군, 전라북도 고창군 신림면ㆍ정읍시 입암면",,733.6,
전라남도,,백아산,,전라남도 화순군 북면,,810,
전라남도,,백운산(광양),,"전라남도 광양시 봉강면ㆍ옥룡면ㆍ진상면ㆍ다압면, 구례군 간전면",,1222.2,
전라남도,,백학산,,전라남도 무안군 해제면 대사리,,126,
전라남도,,병풍산(용구산),,"전라남도 담양군 수북면, 월산면ㆍ장성군 북하면",,826.4,
전라남도,,보은산,,전라남도 강진군,,439,
전라남도,,보평산,,"전라남도 무안군 무안읍 고절리, 용월리",,225,
전라남도,,봉대산,,전라남도 무안군,,195,
전라남도,,봉두산,,전라남도 곡성군,,753,
전라남도,,봉화산,,전라남도 보성군,,476,
전라남도,,봉화산,,"전라남도 순천시 용당동,조례동",,355,
전라남도,,봉화산,,전라남도 여수시,,476,
전라남도,,봉화산,,전라남도 여수시 화정면 개도리,,334,
전라남도,,봉황산,,전라남도 고흥군 고흥읍 남계리,,199,
전라남도,,봉황산,,전라남도 여수시,,818,
전라남도,,부용산,,전라남도 장흥군 관산읍 성산리,,609,
